measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,United Kingdom,Both,35 to 39,Diabetes and kidney diseases,Number,2017,413038.390166,475211.545561,360611.260173
Prevalence,United Kingdom,Male,35 to 39,Diabetes and kidney diseases,Percent,2017,0.0904964460336,0.103185392483,0.0789251664598
Prevalence,United Kingdom,Female,35 to 39,Diabetes and kidney diseases,Percent,2017,0.099011344606,0.11494082242,0.0860612746024
Prevalence,United Kingdom,Both,35 to 39,Diabetes and kidney diseases,Percent,2017,0.0947789933042,0.108907071771,0.0828141427405
Prevalence,United Kingdom,Male,35 to 39,Diabetes and kidney diseases,Rate,2017,8804.69219305,10042.9170666,7682.463741830001
Prevalence,United Kingdom,Female,35 to 39,Diabetes and kidney diseases,Rate,2017,9828.39034413,11412.1439458,8538.14342855
Prevalence,United Kingdom,Both,35 to 39,Diabetes and kidney diseases,Rate,2017,9314.46559326,10716.5379685,8132.17670655
Prevalence,United Kingdom,Male,40 to 44,Diabetes and kidney diseases,Number,2017,210804.10016,235547.407662,188309.463665
Prevalence,United Kingdom,Female,40 to 44,Diabetes and kidney diseases,Number,2017,224985.523505,255589.487799,197935.049084
Prevalence,United Kingdom,Both,40 to 44,Diabetes and kidney diseases,Number,2017,435789.623665,488922.465382,387323.511659
Prevalence,United Kingdom,Male,40 to 44,Diabetes and kidney diseases,Percent,2017,0.103372330069,0.115285483972,0.0923198432756
Prevalence,United Kingdom,Female,40 to 44,Diabetes and kidney diseases,Percent,2017,0.1084296343,0.123046252289,0.0954121742858
Prevalence,United Kingdom,Both,40 to 44,Diabetes and kidney diseases,Percent,2017,0.105922476689,0.118827655344,0.094144572903
Prevalence,United Kingdom,Male,40 to 44,Diabetes and kidney diseases,Rate,2017,10120.0371307,11307.8849499,9040.14088396
Prevalence,United Kingdom,Female,40 to 44,Diabetes and kidney diseases,Rate,2017,10785.5451743,12252.6637439,9488.77678982
Prevalence,United Kingdom,Both,40 to 44,Diabetes and kidney diseases,Rate,2017,10453.0269583,11727.4928857,9290.4991058
Prevalence,United Kingdom,Male,45 to 49,Diabetes and kidney diseases,Number,2017,291703.554677,323926.54063,261757.875913
Prevalence,United Kingdom,Female,45 to 49,Diabetes and kidney diseases,Number,2017,299423.767191,334853.761966,265158.405846
Prevalence,United Kingdom,Both,45 to 49,Diabetes and kidney diseases,Number,2017,591127.321868,655944.575115,528400.09432
Prevalence,United Kingdom,Male,45 to 49,Diabetes and kidney diseases,Percent,2017,0.128906050256,0.142870048253,0.115692814777
Prevalence,United Kingdom,Female,45 to 49,Diabetes and kidney diseases,Percent,2017,0.127907644399,0.143056412558,0.113304962033
Prevalence,United Kingdom,Both,45 to 49,Diabetes and kidney diseases,Percent,2017,0.128398238792,0.142434443601,0.114737660936
Prevalence,United Kingdom,Male,45 to 49,Diabetes and kidney diseases,Rate,2017,12655.7987037,14053.819459100001,11356.5807943
Prevalence,United Kingdom,Female,45 to 49,Diabetes and kidney diseases,Rate,2017,12728.762047799999,14234.9216192,11272.112046
Prevalence,United Kingdom,Both,45 to 49,Diabetes and kidney diseases,Rate,2017,12692.6519859,14084.4043339,11345.77655
Prevalence,United Kingdom,Male,50 to 54,Diabetes and kidney diseases,Number,2017,382514.963285,425854.913496,347181.287539
Prevalence,United Kingdom,Female,50 to 54,Diabetes and kidney diseases,Number,2017,373414.162263,415617.056555,336107.01324
Prevalence,United Kingdom,Both,50 to 54,Diabetes and kidney diseases,Number,2017,755929.125547,838807.469166,685945.248877
Prevalence,United Kingdom,Male,50 to 54,Diabetes and kidney diseases,Percent,2017,0.166881861844,0.185914299981,0.151452160702
Prevalence,United Kingdom,Female,50 to 54,Diabetes and kidney diseases,Percent,2017,0.158096042682,0.17602974657,0.142205773
Prevalence,United Kingdom,Both,50 to 54,Diabetes and kidney diseases,Percent,2017,0.16242296381,0.180114353916,0.147264876193
Prevalence,United Kingdom,Male,50 to 54,Diabetes and kidney diseases,Rate,2017,16481.764240700002,18349.1914269,14959.310561
Prevalence,United Kingdom,Female,50 to 54,Diabetes and kidney diseases,Rate,2017,15731.776333299998,17509.7659242,14160.042362299999
Prevalence,United Kingdom,Both,50 to 54,Diabetes and kidney diseases,Rate,2017,16102.5532226,17868.0003974,14611.779735
Prevalence,United Kingdom,Male,All Ages,Diabetes and kidney diseases,Number,2017,4649685.02683,4930198.64203,4409493.3883
Prevalence,United Kingdom,Female,All Ages,Diabetes and kidney diseases,Number,2017,5340617.1323,5630843.7502,5074494.03603
Prevalence,United Kingdom,Both,All Ages,Diabetes and kidney diseases,Number,2017,9990302.15913,10546395.1554,9484577.57127
Prevalence,United Kingdom,Male,All Ages,Diabetes and kidney diseases,Percent,2017,0.151533429951,0.16085085252,0.143828148376
Prevalence,United Kingdom,Female,All Ages,Diabetes and kidney diseases,Percent,2017,0.165872020034,0.175188281011,0.157649892262
Prevalence,United Kingdom,Both,All Ages,Diabetes and kidney diseases,Percent,2017,0.158875005203,0.167864397372,0.150919298183
Prevalence,United Kingdom,Male,All Ages,Diabetes and kidney diseases,Rate,2017,14116.055013199999,14967.6708972,13386.853279399998
Prevalence,United Kingdom,Female,All Ages,Diabetes and kidney diseases,Rate,2017,15849.159582100001,16710.4547972,15059.3955311
Prevalence,United Kingdom,Both,All Ages,Diabetes and kidney diseases,Rate,2017,14992.458732300001,15826.9881755,14233.5172215
Prevalence,United Kingdom,Male,<20 years,Diabetes and kidney diseases,Number,2017,56804.7559367,67313.3677363,47423.2346679
Prevalence,United Kingdom,Female,<20 years,Diabetes and kidney diseases,Number,2017,75449.7491727,90153.9183647,62491.0236319
Prevalence,United Kingdom,Both,<20 years,Diabetes and kidney diseases,Number,2017,132254.505109,155771.078573,110754.291836
Prevalence,United Kingdom,Male,<20 years,Diabetes and kidney diseases,Percent,2017,0.00908122351017,0.0107475342905,0.00759873406465
Prevalence,United Kingdom,Female,<20 years,Diabetes and kidney diseases,Percent,2017,0.0120289422186,0.0143861273924,0.00995980715459
Prevalence,United Kingdom,Both,<20 years,Diabetes and kidney diseases,Percent,2017,0.0105566017849,0.0124576220848,0.0087801516591
Prevalence,United Kingdom,Male,<20 years,Diabetes and kidney diseases,Rate,2017,712.465346452,844.268073583,594.79898752
Prevalence,United Kingdom,Female,<20 years,Diabetes and kidney diseases,Rate,2017,992.768760244,1186.24640569,822.257684587
Prevalence,United Kingdom,Both,<20 years,Diabetes and kidney diseases,Rate,2017,849.2596829319999,1000.2691151399999,711.198115259
Prevalence,United Kingdom,Male,10 to 24,Diabetes and kidney diseases,Number,2017,146800.974546,171691.878048,124654.767125
Prevalence,United Kingdom,Female,10 to 24,Diabetes and kidney diseases,Number,2017,178552.017716,208828.371233,151786.829827
Prevalence,United Kingdom,Both,10 to 24,Diabetes and kidney diseases,Number,2017,325352.992262,376162.584229,278480.89232
Prevalence,United Kingdom,Male,10 to 24,Diabetes and kidney diseases,Percent,2017,0.0273820620338,0.0320087570309,0.0232474681759
Prevalence,United Kingdom,Female,10 to 24,Diabetes and kidney diseases,Percent,2017,0.0330867517218,0.0385865113093,0.0280720943149
Prevalence,United Kingdom,Both,10 to 24,Diabetes and kidney diseases,Percent,2017,0.0302434410011,0.0349745822961,0.025908314059
Prevalence,United Kingdom,Male,10 to 24,Diabetes and kidney diseases,Rate,2017,2448.48293692,2863.63653311,2079.1079299900002
Prevalence,United Kingdom,Female,10 to 24,Diabetes and kidney diseases,Rate,2017,3099.28996859,3624.8242075300004,2634.70222889
Prevalence,United Kingdom,Both,10 to 24,Diabetes and kidney diseases,Rate,2017,2767.39515597,3199.57258181,2368.7093426700003
Prevalence,United Kingdom,Male,5 to 9,Other non-communicable diseases,Number,2017,894697.071786,1029363.81922,762825.332705
Prevalence,United Kingdom,Female,5 to 9,Other non-communicable diseases,Number,2017,1043255.51421,1151890.59632,942212.967154
Prevalence,United Kingdom,Both,5 to 9,Other non-communicable diseases,Number,2017,1937952.586,2181460.87938,1701945.48912
Prevalence,United Kingdom,Male,5 to 9,Other non-communicable diseases,Percent,2017,0.542593555945,0.612066012871,0.477705629451
Prevalence,United Kingdom,Female,5 to 9,Other non-communicable diseases,Percent,2017,0.641865859742,0.689846863089,0.592954654328
Prevalence,United Kingdom,Both,5 to 9,Other non-communicable diseases,Percent,2017,0.591824250437,0.64959198661,0.535823829224
Prevalence,United Kingdom,Male,5 to 9,Other non-communicable diseases,Rate,2017,42680.8680459,49105.046529,36390.0233877
Prevalence,United Kingdom,Female,5 to 9,Other non-communicable diseases,Rate,2017,52191.0122049,57625.7066003,47136.150059600004
Prevalence,United Kingdom,Both,5 to 9,Other non-communicable diseases,Rate,2017,47322.925446199995,53269.1621582,41559.8606886
Prevalence,United Kingdom,Male,10 to 14,Other non-communicable diseases,Number,2017,737599.261243,893293.8474,602660.037332
Prevalence,United Kingdom,Female,10 to 14,Other non-communicable diseases,Number,2017,914256.418019,1038306.42712,808026.549871
Prevalence,United Kingdom,Both,10 to 14,Other non-communicable diseases,Number,2017,1651855.67926,1930645.75252,1415439.806
Prevalence,United Kingdom,Male,10 to 14,Other non-communicable diseases,Percent,2017,0.450084917549,0.531535193556,0.375632157116
Prevalence,United Kingdom,Female,10 to 14,Other non-communicable diseases,Percent,2017,0.563660604724,0.628388078617,0.505558865005
Prevalence,United Kingdom,Both,10 to 14,Other non-communicable diseases,Percent,2017,0.506600980419,0.579024943678,0.440811499358
Prevalence,United Kingdom,Male,10 to 14,Other non-communicable diseases,Rate,2017,37972.1913442,45987.471357999995,31025.4137383
Prevalence,United Kingdom,Female,10 to 14,Other non-communicable diseases,Rate,2017,49368.932791,56067.5092966,43632.6260857
Prevalence,United Kingdom,Both,10 to 14,Other non-communicable diseases,Rate,2017,43534.5198217,50882.009146899996,37303.7990331
Prevalence,United Kingdom,Male,15 to 19,Other non-communicable diseases,Number,2017,752609.38653,909997.978854,619393.295829
Prevalence,United Kingdom,Female,15 to 19,Other non-communicable diseases,Number,2017,1106827.47121,1207840.71595,1017332.93287
Prevalence,United Kingdom,Both,15 to 19,Other non-communicable diseases,Number,2017,1859436.85774,2116455.59939,1640161.16528
Prevalence,United Kingdom,Male,15 to 19,Other non-communicable diseases,Percent,2017,0.43083727637,0.512479397728,0.357276452885
Prevalence,United Kingdom,Female,15 to 19,Other non-communicable diseases,Percent,2017,0.630270541348,0.682241219904,0.583511175527
Prevalence,United Kingdom,Both,15 to 19,Other non-communicable diseases,Percent,2017,0.530858455367,0.598084988126,0.471738786074
Prevalence,United Kingdom,Male,15 to 19,Other non-communicable diseases,Rate,2017,38996.8633664,47152.0386009,32094.1994078
Prevalence,United Kingdom,Female,15 to 19,Other non-communicable diseases,Rate,2017,60072.4558844,65554.8945177,55215.188744
Prevalence,United Kingdom,Both,15 to 19,Other non-communicable diseases,Rate,2017,49290.4188293,56103.536129,43477.8037489
Prevalence,United Kingdom,Male,20 to 24,Other non-communicable diseases,Number,2017,961238.162272,1145859.1248,817664.646358
Prevalence,United Kingdom,Female,20 to 24,Other non-communicable diseases,Number,2017,1395993.62886,1506216.558,1313153.95671
Prevalence,United Kingdom,Both,20 to 24,Other non-communicable diseases,Number,2017,2357231.79114,2644959.73539,2135139.59738
Prevalence,United Kingdom,Male,20 to 24,Other non-communicable diseases,Percent,2017,0.485663861901,0.571789037852,0.417612420487
Prevalence,United Kingdom,Female,20 to 24,Other non-communicable diseases,Percent,2017,0.691251045543,0.741835222906,0.651642301731
Prevalence,United Kingdom,Both,20 to 24,Other non-communicable diseases,Percent,2017,0.58952670097,0.65630065196,0.535704277456
Prevalence,United Kingdom,Male,20 to 24,Other non-communicable diseases,Rate,2017,45273.214787799996,53968.6503406,38511.0668842
Prevalence,United Kingdom,Female,20 to 24,Other non-communicable diseases,Rate,2017,67547.3672228,72880.6785768,63539.038216400004
Prevalence,United Kingdom,Both,20 to 24,Other non-communicable diseases,Rate,2017,56260.0943529,63127.302470799994,50959.415895000006
Prevalence,United Kingdom,Male,25 to 29,Other non-communicable diseases,Number,2017,1171619.29172,1363958.82353,1000430.74192
Prevalence,United Kingdom,Female,25 to 29,Other non-communicable diseases,Number,2017,1671065.43967,1777363.67941,1571097.53419
Prevalence,United Kingdom,Both,25 to 29,Other non-communicable diseases,Number,2017,2842684.73139,3138959.12734,2572673.26354
Prevalence,United Kingdom,Male,25 to 29,Other non-communicable diseases,Percent,2017,0.518057619387,0.597864906797,0.444253431168
Prevalence,United Kingdom,Female,25 to 29,Other non-communicable diseases,Percent,2017,0.722282453568,0.765454925052,0.681053474065
Prevalence,United Kingdom,Both,25 to 29,Other non-communicable diseases,Percent,2017,0.621353090609,0.683236286365,0.563908747513
Prevalence,United Kingdom,Male,25 to 29,Other non-communicable diseases,Rate,2017,49509.9888225,57637.823638600006,42275.9468031
Prevalence,United Kingdom,Female,25 to 29,Other non-communicable diseases,Rate,2017,71289.044366,75823.815865,67024.3302025
Prevalence,United Kingdom,Both,25 to 29,Other non-communicable diseases,Rate,2017,60347.8265302,66637.4849136,54615.7082116
Prevalence,United Kingdom,Male,30 to 34,Other non-communicable diseases,Number,2017,1237196.07821,1403457.56349,1075554.73952
Prevalence,United Kingdom,Female,30 to 34,Other non-communicable diseases,Number,2017,1738194.45539,1828330.19326,1649676.06071
Prevalence,United Kingdom,Both,30 to 34,Other non-communicable diseases,Number,2017,2975390.5336,3229683.81593,2722286.43035
Prevalence,United Kingdom,Male,30 to 34,Other non-communicable diseases,Percent,2017,0.546168757602,0.617200712402,0.477857993051
Prevalence,United Kingdom,Female,30 to 34,Other non-communicable diseases,Percent,2017,0.75558445094,0.793356480498,0.718313912346
Prevalence,United Kingdom,Both,30 to 34,Other non-communicable diseases,Percent,2017,0.65170143805,0.706291619863,0.599074777826
Prevalence,United Kingdom,Male,30 to 34,Other non-communicable diseases,Rate,2017,52772.131628999996,59863.9525138,45877.3813526
Prevalence,United Kingdom,Female,30 to 34,Other non-communicable diseases,Rate,2017,74837.74735549999,78718.5304043,71026.5988175
Prevalence,United Kingdom,Both,30 to 34,Other non-communicable diseases,Rate,2017,63753.4174984,69202.1361163,58330.1793108
Prevalence,United Kingdom,Male,35 to 39,Other non-communicable diseases,Number,2017,1255056.54061,1405924.92157,1110014.96446
Prevalence,United Kingdom,Female,35 to 39,Other non-communicable diseases,Number,2017,1718746.27113,1801487.10975,1641082.92859
Prevalence,United Kingdom,Both,35 to 39,Other non-communicable diseases,Number,2017,2973802.81174,3207243.47725,2749124.96327
Prevalence,United Kingdom,Male,35 to 39,Other non-communicable diseases,Percent,2017,0.579364447618,0.645874704776,0.513811382164
Prevalence,United Kingdom,Female,35 to 39,Other non-communicable diseases,Percent,2017,0.784096331941,0.821137508786,0.749918267717
Prevalence,United Kingdom,Both,35 to 39,Other non-communicable diseases,Percent,2017,0.682349541428,0.734289588781,0.632418215342
Prevalence,United Kingdom,Male,35 to 39,Other non-communicable diseases,Rate,2017,56377.1606686,63154.1708493,49861.8906565
Prevalence,United Kingdom,Female,35 to 39,Other non-communicable diseases,Rate,2017,77834.84069910001,81581.8277334,74317.7922572
Prevalence,United Kingdom,Both,35 to 39,Other non-communicable diseases,Rate,2017,67062.4925687,72326.8338473,61995.7623591
Prevalence,United Kingdom,Male,40 to 44,Other non-communicable diseases,Number,2017,1219124.23537,1372274.96494,1076274.25013
Prevalence,United Kingdom,Female,40 to 44,Other non-communicable diseases,Number,2017,1690114.21932,1763410.37308,1622448.59895
Prevalence,United Kingdom,Both,40 to 44,Other non-communicable diseases,Number,2017,2909238.45469,3135326.97715,2701471.72482
Prevalence,United Kingdom,Male,40 to 44,Other non-communicable diseases,Percent,2017,0.597752041359,0.67024193195,0.529426901102
Prevalence,United Kingdom,Female,40 to 44,Other non-communicable diseases,Percent,2017,0.814528212808,0.849101127567,0.782328118635
Prevalence,United Kingdom,Both,40 to 44,Other non-communicable diseases,Percent,2017,0.70708874702,0.759523228181,0.658643170932
Prevalence,United Kingdom,Male,40 to 44,Other non-communicable diseases,Rate,2017,58526.2929872,65878.5744119,51668.5176706
Prevalence,United Kingdom,Female,40 to 44,Other non-communicable diseases,Rate,2017,81022.1163492,84535.8489895,77778.3049522
Prevalence,United Kingdom,Both,40 to 44,Other non-communicable diseases,Rate,2017,69782.1754895,75205.2266406,64798.5982991
Prevalence,United Kingdom,Male,45 to 49,Other non-communicable diseases,Number,2017,1375562.72303,1534966.22494,1223782.32232
Prevalence,United Kingdom,Female,45 to 49,Other non-communicable diseases,Number,2017,1938535.45325,2011598.25442,1865521.9061
Prevalence,United Kingdom,Both,45 to 49,Other non-communicable diseases,Number,2017,3314098.17628,3543188.81638,3092153.56984
Prevalence,United Kingdom,Male,45 to 49,Other non-communicable diseases,Percent,2017,0.607822530746,0.675390717737,0.542554689495
Prevalence,United Kingdom,Female,45 to 49,Other non-communicable diseases,Percent,2017,0.828098008124,0.858174366329,0.797904590113
Prevalence,United Kingdom,Both,45 to 49,Other non-communicable diseases,Percent,2017,0.719832799235,0.768074091238,0.672473134273
Prevalence,United Kingdom,Male,45 to 49,Other non-communicable diseases,Rate,2017,59679.920412,66595.7724834,53094.802857400005
Prevalence,United Kingdom,Female,45 to 49,Other non-communicable diseases,Rate,2017,82408.8105537,85514.7731145,79304.9418238
Prevalence,United Kingdom,Both,45 to 49,Other non-communicable diseases,Rate,2017,71160.1261565,76079.1472546,66394.5442836
Prevalence,United Kingdom,Male,50 to 54,Other non-communicable diseases,Number,2017,1446700.83564,1589346.21651,1299805.97009
Prevalence,United Kingdom,Female,50 to 54,Other non-communicable diseases,Number,2017,1864998.69384,1954444.07996,1772362.97963
Prevalence,United Kingdom,Both,50 to 54,Other non-communicable diseases,Number,2017,3311699.52947,3541725.48114,3067303.83915
Prevalence,United Kingdom,Male,50 to 54,Other non-communicable diseases,Percent,2017,0.631124958196,0.692599411786,0.567590995069
Prevalence,United Kingdom,Female,50 to 54,Other non-communicable diseases,Percent,2017,0.789595366835,0.826412298076,0.751004367881
Prevalence,United Kingdom,Both,50 to 54,Other non-communicable diseases,Percent,2017,0.711551545109,0.760382133947,0.659778434208
Prevalence,United Kingdom,Male,50 to 54,Other non-communicable diseases,Rate,2017,62335.292442,68481.5815109,56005.902027300006
Prevalence,United Kingdom,Female,50 to 54,Other non-communicable diseases,Rate,2017,78571.5842577,82339.87949329999,74668.8818868
Prevalence,United Kingdom,Both,50 to 54,Other non-communicable diseases,Rate,2017,70544.7324732,75444.6695231,65338.695984100006
Prevalence,United Kingdom,Male,All Ages,Other non-communicable diseases,Number,2017,17514201.6676,18285416.9285,16786036.6747
Prevalence,United Kingdom,Female,All Ages,Other non-communicable diseases,Number,2017,23602565.8917,24089739.7626,23125236.1863
Prevalence,United Kingdom,Both,All Ages,Other non-communicable diseases,Number,2017,41116767.5593,42348196.8363,39934618.0088
Prevalence,United Kingdom,Male,All Ages,Other non-communicable diseases,Percent,2017,0.570771509545,0.594577748964,0.547606531243
Prevalence,United Kingdom,Female,All Ages,Other non-communicable diseases,Percent,2017,0.7330570971,0.747867155316,0.718549438546
Prevalence,United Kingdom,Both,All Ages,Other non-communicable diseases,Percent,2017,0.653866761123,0.6730587544,0.635467664606
Prevalence,United Kingdom,Male,All Ages,Other non-communicable diseases,Rate,2017,53171.6520208,55512.9970768,50961.003979099994
Prevalence,United Kingdom,Female,All Ages,Other non-communicable diseases,Rate,2017,70044.4956261,71490.2642015,68627.9412305
Prevalence,United Kingdom,Both,All Ages,Other non-communicable diseases,Rate,2017,61703.983625199995,63551.991055,59929.930341399995
Prevalence,United Kingdom,Male,<20 years,Other non-communicable diseases,Number,2017,2773453.09975,3072047.62648,2486768.64307
Prevalence,United Kingdom,Female,<20 years,Other non-communicable diseases,Number,2017,3684590.05605,3900779.32673,3480240.10974
Prevalence,United Kingdom,Both,<20 years,Other non-communicable diseases,Number,2017,6458043.1558,6965953.57932,5982894.90741
Prevalence,United Kingdom,Male,<20 years,Other non-communicable diseases,Percent,2017,0.443194096933,0.48546908939,0.401987422655
Prevalence,United Kingdom,Female,<20 years,Other non-communicable diseases,Percent,2017,0.587350940958,0.617528812445,0.558068272559
Prevalence,United Kingdom,Both,<20 years,Other non-communicable diseases,Percent,2017,0.515363013449,0.551681248261,0.480280592961
Prevalence,United Kingdom,Male,<20 years,Other non-communicable diseases,Rate,2017,34785.6300233,38530.7082201,31189.9321388
Prevalence,United Kingdom,Female,<20 years,Other non-communicable diseases,Rate,2017,48481.8828699,51326.504046,45793.0436745
Prevalence,United Kingdom,Both,<20 years,Other non-communicable diseases,Rate,2017,41469.7078055,44731.206118,38418.588674
Prevalence,United Kingdom,Male,10 to 24,Other non-communicable diseases,Number,2017,2451446.81004,2762378.50524,2145507.07989
